team_name,car_engine,no_of_drivers,highest_laps,total_laps,points,raceid,year,round,name,date,total_matches_win,grid,positionorder,laps,milliseconds,pitstop,status,team_no_of_wins
Tyrrell,Tyrrell,2,72,39336,0,311,1991,7,French Grand Prix,07-07-1991,0,11,14,57,,0,Gearbox,23
Fondmetal,Fondmetal,2,72,736,0,311,1991,7,French Grand Prix,07-07-1991,0,21,15,47,,0,Oil leak,0
Lola,Lola,2,72,5451,0,311,1991,7,French Grand Prix,07-07-1991,0,23,16,43,,0,Transmission,0
Dallara,Dallara,2,72,5427,0,311,1991,7,French Grand Prix,07-07-1991,0,26,17,39,,0,Tyre,0
Brabham,Brabham,2,72,26800,0,311,1991,7,French Grand Prix,07-07-1991,0,17,18,36,,0,Spun off,23
Lola,Lola,2,72,5451,0,311,1991,7,French Grand Prix,07-07-1991,0,22,19,32,,0,Transmission,0
Footwork,Footwork,3,72,7160,0,311,1991,7,French Grand Prix,07-07-1991,5,25,20,31,,0,Gearbox,0
Brabham,Brabham,2,72,26800,0,311,1991,7,French Grand Prix,07-07-1991,0,24,21,21,,0,Gearbox,23
Tyrrell,Tyrrell,2,72,39336,0,311,1991,7,French Grand Prix,07-07-1991,0,18,22,12,,0,Spun off,23
Minardi,Minardi,3,72,26819,0,311,1991,7,French Grand Prix,07-07-1991,0,10,23,8,,0,Collision,0
Leyton House,Leyton House,3,72,2134,0,311,1991,7,French Grand Prix,07-07-1991,0,15,24,7,,0,Spun off,0
McLaren,McLaren,2,72,97845,0,311,1991,7,French Grand Prix,07-07-1991,10,5,25,6,,0,Engine,185
Jordan,Jordan,5,72,21999,0,311,1991,7,French Grand Prix,07-07-1991,0,19,26,0,,0,Spun off,4
Team Lotus,Team Lotus,4,72,36900,0,311,1991,7,French Grand Prix,07-07-1991,20,0,27,0,,0,Did not qualify,45
AGS,AGS,4,72,2031,0,311,1991,7,French Grand Prix,07-07-1991,0,0,28,0,,0,Did not qualify,0
AGS,AGS,4,72,2031,0,311,1991,7,French Grand Prix,07-07-1991,0,0,29,0,,0,Did not qualify,0
Footwork,Footwork,3,72,7160,0,311,1991,7,French Grand Prix,07-07-1991,0,0,30,0,,0,Did not qualify,0
Dallara,Dallara,2,72,5427,0,311,1991,7,French Grand Prix,07-07-1991,0,0,31,0,,0,Did not prequalify,0
Lambo,Lambo,2,72,262,0,311,1991,7,French Grand Prix,07-07-1991,0,0,32,0,,0,Did not prequalify,0
Lambo,Lambo,2,72,262,0,311,1991,7,French Grand Prix,07-07-1991,0,0,33,0,,0,Did not prequalify,0
Coloni,Coloni,2,72,522,0,311,1991,7,French Grand Prix,07-07-1991,0,0,34,0,,0,Did not prequalify,0
Williams,Williams,2,59,85881,10,312,1991,8,British Grand Prix,14-07-1991,31,1,1,59,5255479,0,Finished,114
McLaren,McLaren,2,59,97845,6,312,1991,8,British Grand Prix,14-07-1991,10,4,2,59,5297772,0,Finished,185
Ferrari,Ferrari,3,59,126025,4,312,1991,8,British Grand Prix,14-07-1991,51,5,3,59,5315629,0,Finished,249
McLaren,McLaren,2,59,97845,3,312,1991,8,British Grand Prix,14-07-1991,41,2,4,58,,0,Out of fuel,185
Benetton,Benetton,3,59,26035,2,312,1991,8,British Grand Prix,14-07-1991,23,8,5,58,,0,+1 Lap,27
Jordan,Jordan,5,59,21999,1,312,1991,8,British Grand Prix,14-07-1991,0,17,6,58,,0,+1 Lap,4
Tyrrell,Tyrrell,2,59,39336,0,312,1991,8,British Grand Prix,14-07-1991,0,10,7,58,,0,+1 Lap,23
Tyrrell,Tyrrell,2,59,39336,0,312,1991,8,British Grand Prix,14-07-1991,0,15,8,58,,0,+1 Lap,23
Minardi,Minardi,3,59,26819,0,312,1991,8,British Grand Prix,14-07-1991,0,23,9,58,,0,+1 Lap,0
Dallara,Dallara,2,59,5427,0,312,1991,8,British Grand Prix,14-07-1991,0,18,10,57,,0,+2 Laps,0
Minardi,Minardi,3,59,26819,0,312,1991,8,British Grand Prix,14-07-1991,0,20,11,57,,0,+2 Laps,0
Team Lotus,Team Lotus,4,59,36900,0,312,1991,8,British Grand Prix,14-07-1991,20,25,12,57,,0,+2 Laps,45
Dallara,Dallara,2,59,5427,0,312,1991,8,British Grand Prix,14-07-1991,0,11,13,56,,0,+3 Laps,0
Team Lotus,Team Lotus,4,59,36900,0,312,1991,8,British Grand Prix,14-07-1991,3,24,14,55,,0,Oil pressure,45
Brabham,Brabham,2,59,26800,0,312,1991,8,British Grand Prix,14-07-1991,0,12,15,52,,0,Engine,23
Jordan,Jordan,5,59,21999,0,312,1991,8,British Grand Prix,14-07-1991,0,13,16,41,,0,Spun off,4
Ferrari,Ferrari,3,59,126025,0,312,1991,8,British Grand Prix,14-07-1991,1,6,17,31,,0,Collision,249
Lola,Lola,2,59,5451,0,312,1991,8,British Grand Prix,14-07-1991,0,22,18,29,,0,Collision,0
Ligier,Ligier,2,59,26234,0,312,1991,8,British Grand Prix,14-07-1991,3,19,19,29,,0,Engine,9
Brabham,Brabham,2,59,26800,0,312,1991,8,British Grand Prix,14-07-1991,0,14,20,28,,0,Throttle,23
Footwork,Footwork,3,59,7160,0,312,1991,8,British Grand Prix,14-07-1991,5,26,21,25,,0,Transmission,0
Leyton House,Leyton House,3,59,2134,0,312,1991,8,British Grand Prix,14-07-1991,0,9,22,24,,0,Chassis,0
Benetton,Benetton,3,59,26035,0,312,1991,8,British Grand Prix,14-07-1991,0,7,23,21,,0,Gearbox,27
Lola,Lola,2,59,5451,0,312,1991,8,British Grand Prix,14-07-1991,0,21,24,21,,0,Transmission,0
Leyton House,Leyton House,3,59,2134,0,312,1991,8,British Grand Prix,14-07-1991,0,16,25,16,,0,Spun off,0
Williams,Williams,2,59,85881,0,312,1991,8,British Grand Prix,14-07-1991,6,3,26,1,,0,Collision,114
Ligier,Ligier,2,59,26234,0,312,1991,8,British Grand Prix,14-07-1991,0,0,27,0,,0,Did not qualify,9
Footwork,Footwork,3,59,7160,0,312,1991,8,British Grand Prix,14-07-1991,0,0,28,0,,0,Did not qualify,0
AGS,AGS,4,59,2031,0,312,1991,8,British Grand Prix,14-07-1991,0,0,29,0,,0,Did not qualify,0
AGS,AGS,4,59,2031,0,312,1991,8,British Grand Prix,14-07-1991,0,0,30,0,,0,Did not qualify,0
Fondmetal,Fondmetal,2,59,736,0,312,1991,8,British Grand Prix,14-07-1991,0,0,31,0,,0,Did not prequalify,0
Lambo,Lambo,2,59,262,0,312,1991,8,British Grand Prix,14-07-1991,0,0,32,0,,0,Did not prequalify,0
Lambo,Lambo,2,59,262,0,312,1991,8,British Grand Prix,14-07-1991,0,0,33,0,,0,Did not prequalify,0
Coloni,Coloni,2,59,522,0,312,1991,8,British Grand Prix,14-07-1991,0,0,34,0,,0,Did not prequalify,0
Williams,Williams,2,45,85881,10,313,1991,9,German Grand Prix,28-07-1991,31,1,1,45,4769661,0,Finished,114
Williams,Williams,2,45,85881,6,313,1991,9,German Grand Prix,28-07-1991,6,4,2,45,4783440,0,Finished,114
Ferrari,Ferrari,3,45,126025,4,313,1991,9,German Grand Prix,28-07-1991,1,6,3,45,4787279,0,Finished,249
McLaren,McLaren,2,45,97845,3,313,1991,9,German Grand Prix,28-07-1991,10,3,4,45,4802312,0,Finished,185
Jordan,Jordan,5,45,21999,2,313,1991,9,German Grand Prix,28-07-1991,0,7,5,45,4847198,0,Finished,4
Jordan,Jordan,5,45,21999,1,313,1991,9,German Grand Prix,28-07-1991,0,11,6,45,4870266,0,Finished,4
McLaren,McLaren,2,45,97845,0,313,1991,9,German Grand Prix,28-07-1991,41,2,7,44,,0,Out of fuel,185
Benetton,Benetton,3,45,26035,0,313,1991,9,German Grand Prix,28-07-1991,0,9,8,44,,0,+1 Lap,27
Ligier,Ligier,2,45,26234,0,313,1991,9,German Grand Prix,28-07-1991,3,17,9,44,,0,+1 Lap,9
Dallara,Dallara,2,45,5427,0,313,1991,9,German Grand Prix,28-07-1991,0,18,10,44,,0,+1 Lap,0
Brabham,Brabham,2,45,26800,0,313,1991,9,German Grand Prix,28-07-1991,0,15,11,43,,0,+2 Laps,23
Brabham,Brabham,2,45,26800,0,313,1991,9,German Grand Prix,28-07-1991,0,21,12,43,,0,+2 Laps,23
Tyrrell,Tyrrell,2,45,39336,0,313,1991,9,German Grand Prix,28-07-1991,0,14,13,41,,0,+4 Laps,23
Ferrari,Ferrari,3,45,126025,0,313,1991,9,German Grand Prix,28-07-1991,51,5,14,37,,0,Spun off,249
Leyton House,Leyton House,3,45,2134,0,313,1991,9,German Grand Prix,28-07-1991,0,12,15,36,,0,Engine,0
Dallara,Dallara,2,45,5427,0,313,1991,9,German Grand Prix,28-07-1991,0,20,16,35,,0,Engine,0
Benetton,Benetton,3,45,26035,0,313,1991,9,German Grand Prix,28-07-1991,23,8,17,27,,0,Engine,27
Tyrrell,Tyrrell,2,45,39336,0,313,1991,9,German Grand Prix,28-07-1991,0,13,18,26,,0,Gearbox,23
Ligier,Ligier,2,45,26234,0,313,1991,9,German Grand Prix,28-07-1991,0,26,19,22,,0,Engine,9
Leyton House,Leyton House,3,45,2134,0,313,1991,9,German Grand Prix,28-07-1991,0,16,20,21,,0,Gearbox,0
Team Lotus,Team Lotus,4,45,36900,0,313,1991,9,German Grand Prix,28-07-1991,20,23,21,19,,0,Engine,45
Lola,Lola,2,45,5451,0,313,1991,9,German Grand Prix,28-07-1991,0,22,22,15,,0,Engine,0
Minardi,Minardi,3,45,26819,0,313,1991,9,German Grand Prix,28-07-1991,0,19,23,14,,0,Differential,0
Minardi,Minardi,3,45,26819,0,313,1991,9,German Grand Prix,28-07-1991,0,10,24,11,,0,Differential,0
Lola,Lola,2,45,5451,0,313,1991,9,German Grand Prix,28-07-1991,0,25,25,9,,0,Transmission,0
Lambo,Lambo,2,45,262,0,313,1991,9,German Grand Prix,28-07-1991,0,24,26,0,,0,Spun off,0
Footwork,Footwork,3,45,7160,0,313,1991,9,German Grand Prix,28-07-1991,5,0,27,0,,0,Did not qualify,0
Team Lotus,Team Lotus,4,45,36900,0,313,1991,9,German Grand Prix,28-07-1991,0,0,28,0,,0,Did not qualify,45
AGS,AGS,4,45,2031,0,313,1991,9,German Grand Prix,28-07-1991,0,0,29,0,,0,Did not qualify,0
Lambo,Lambo,2,45,262,0,313,1991,9,German Grand Prix,28-07-1991,0,0,30,0,,0,Did not qualify,0
Fondmetal,Fondmetal,2,45,736,0,313,1991,9,German Grand Prix,28-07-1991,0,0,31,0,,0,Did not prequalify,0
Footwork,Footwork,3,45,7160,0,313,1991,9,German Grand Prix,28-07-1991,0,0,32,0,,0,Did not prequalify,0
AGS,AGS,4,45,2031,0,313,1991,9,German Grand Prix,28-07-1991,0,0,33,0,,0,Did not prequalify,0
Coloni,Coloni,2,45,522,0,313,1991,9,German Grand Prix,28-07-1991,0,0,34,0,,0,Did not prequalify,0
McLaren,McLaren,2,77,97845,10,314,1991,10,Hungarian Grand Prix,11-08-1991,41,1,1,77,6552796,0,Finished,185
Williams,Williams,2,77,85881,6,314,1991,10,Hungarian Grand Prix,11-08-1991,31,3,2,77,6557395,0,Finished,114
Williams,Williams,2,77,85881,4,314,1991,10,Hungarian Grand Prix,11-08-1991,6,2,3,77,6568390,0,Finished,114
McLaren,McLaren,2,77,97845,3,314,1991,10,Hungarian Grand Prix,11-08-1991,10,5,4,77,6574652,0,Finished,185
Ferrari,Ferrari,3,77,126025,2,314,1991,10,Hungarian Grand Prix,11-08-1991,1,6,5,77,6584185,0,Finished,249
Leyton House,Leyton House,3,77,2134,1,314,1991,10,Hungarian Grand Prix,11-08-1991,0,9,6,76,,0,+1 Lap,0
Jordan,Jordan,5,77,21999,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,17,7,76,,0,+1 Lap,4
Benetton,Benetton,3,77,26035,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,15,8,76,,0,+1 Lap,27
Jordan,Jordan,5,77,21999,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,16,9,76,,0,+1 Lap,4
Ligier,Ligier,2,77,26234,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,25,10,75,,0,+2 Laps,9
Leyton House,Leyton House,3,77,2134,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,13,11,75,,0,+2 Laps,0
Tyrrell,Tyrrell,2,77,39336,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,8,12,75,,0,+2 Laps,23
Minardi,Minardi,3,77,26819,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,23,13,75,,0,+2 Laps,0
Team Lotus,Team Lotus,4,77,36900,0,314,1991,10,Hungarian Grand Prix,11-08-1991,20,26,14,74,,0,+3 Laps,45
Tyrrell,Tyrrell,2,77,39336,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,14,15,74,,0,+3 Laps,23
Lambo,Lambo,2,77,262,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,24,16,74,,0,+3 Laps,0
Ligier,Ligier,2,77,26234,0,314,1991,10,Hungarian Grand Prix,11-08-1991,3,19,17,71,,0,Engine,9
Minardi,Minardi,3,77,26819,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,18,18,65,,0,Engine,0
Brabham,Brabham,2,77,26800,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,20,19,62,,0,Tyre,23
Brabham,Brabham,2,77,26800,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,10,20,59,,0,Physical,23
Dallara,Dallara,2,77,5427,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,12,21,49,,0,Engine,0
Benetton,Benetton,3,77,26035,0,314,1991,10,Hungarian Grand Prix,11-08-1991,23,11,22,38,,0,Gearbox,27
Lola,Lola,2,77,5451,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,21,23,38,,0,Engine,0
Lola,Lola,2,77,5451,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,22,24,38,,0,Engine,0
Dallara,Dallara,2,77,5427,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,7,25,37,,0,Engine,0
Ferrari,Ferrari,3,77,126025,0,314,1991,10,Hungarian Grand Prix,11-08-1991,51,4,26,28,,0,Engine,249
Fondmetal,Fondmetal,2,77,736,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,0,27,0,,0,Did not qualify,0
Footwork,Footwork,3,77,7160,0,314,1991,10,Hungarian Grand Prix,11-08-1991,5,0,28,0,,0,Did not qualify,0
Lambo,Lambo,2,77,262,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,0,29,0,,0,Did not qualify,0
Team Lotus,Team Lotus,4,77,36900,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,0,30,0,,0,Did not qualify,45
AGS,AGS,4,77,2031,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,0,31,0,,0,Did not prequalify,0
Footwork,Footwork,3,77,7160,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,0,32,0,,0,Did not prequalify,0
AGS,AGS,4,77,2031,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,0,33,0,,0,Did not prequalify,0
Coloni,Coloni,2,77,522,0,314,1991,10,Hungarian Grand Prix,11-08-1991,0,0,34,0,,0,Did not prequalify,0
McLaren,McLaren,2,44,97845,10,315,1991,11,Belgian Grand Prix,25-08-1991,41,1,1,44,5237669,0,Finished,185
McLaren,McLaren,2,44,97845,6,315,1991,11,Belgian Grand Prix,25-08-1991,10,4,2,44,5239570,0,Finished,185
Benetton,Benetton,3,44,26035,4,315,1991,11,Belgian Grand Prix,25-08-1991,23,6,3,44,5269845,0,Finished,27
Benetton,Benetton,3,44,26035,3,315,1991,11,Belgian Grand Prix,25-08-1991,0,8,4,44,5274979,0,Finished,27
Williams,Williams,2,44,85881,2,315,1991,11,Belgian Grand Prix,25-08-1991,6,17,5,44,5294856,0,Finished,114
Brabham,Brabham,2,44,26800,1,315,1991,11,Belgian Grand Prix,25-08-1991,0,13,6,44,5337704,0,Finished,23
Team Lotus,Team Lotus,4,44,36900,0,315,1991,11,Belgian Grand Prix,25-08-1991,3,21,7,44,5342268,0,Finished,45
Dallara,Dallara,2,44,5427,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,25,8,43,,0,+1 Lap,0
Brabham,Brabham,2,44,26800,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,16,9,43,,0,+1 Lap,23
Fondmetal,Fondmetal,2,44,736,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,23,10,43,,0,+1 Lap,0
Ligier,Ligier,2,44,26234,0,315,1991,11,Belgian Grand Prix,25-08-1991,3,18,11,43,,0,+1 Lap,9
Minardi,Minardi,3,44,26819,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,9,12,42,,0,Gearbox,0
Jordan,Jordan,5,44,21999,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,11,13,41,,0,Engine,4
Tyrrell,Tyrrell,2,44,39336,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,10,14,33,,0,Oil leak,23
Dallara,Dallara,2,44,5427,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,14,15,33,,0,Oil pressure,0
Ferrari,Ferrari,3,44,126025,0,315,1991,11,Belgian Grand Prix,25-08-1991,1,5,16,30,,0,Engine,249
Minardi,Minardi,3,44,26819,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,19,17,29,,0,Gearbox,0
Team Lotus,Team Lotus,4,44,36900,0,315,1991,11,Belgian Grand Prix,25-08-1991,20,24,18,25,,0,Engine,45
Ligier,Ligier,2,44,26234,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,26,19,25,,0,Engine,9
Williams,Williams,2,44,85881,0,315,1991,11,Belgian Grand Prix,25-08-1991,31,3,20,22,,0,Electrical,114
Lola,Lola,2,44,5451,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,20,21,21,,0,Gearbox,0
Leyton House,Leyton House,3,44,2134,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,12,22,13,,0,Engine,0
Tyrrell,Tyrrell,2,44,39336,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,22,23,7,,0,Spun off,23
Ferrari,Ferrari,3,44,126025,0,315,1991,11,Belgian Grand Prix,25-08-1991,51,2,24,2,,0,Fuel leak,249
Leyton House,Leyton House,3,44,2134,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,15,25,1,,0,Engine,0
Jordan,Jordan,5,44,21999,0,315,1991,11,Belgian Grand Prix,25-08-1991,91,7,26,0,,0,Clutch,4
Lola,Lola,2,44,5451,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,0,27,0,,0,Did not qualify,0
Lambo,Lambo,2,44,262,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,0,28,0,,0,Did not qualify,0
Footwork,Footwork,3,44,7160,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,0,29,0,,0,Did not qualify,0
Lambo,Lambo,2,44,262,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,0,30,0,,0,Did not qualify,0
Footwork,Footwork,3,44,7160,0,315,1991,11,Belgian Grand Prix,25-08-1991,5,0,31,0,,0,Did not prequalify,0
AGS,AGS,4,44,2031,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,0,32,0,,0,Did not prequalify,0
Coloni,Coloni,2,44,522,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,0,33,0,,0,Did not prequalify,0
AGS,AGS,4,44,2031,0,315,1991,11,Belgian Grand Prix,25-08-1991,0,0,34,0,,0,Did not prequalify,0
Williams,Williams,2,53,85881,10,316,1991,12,Italian Grand Prix,08-09-1991,31,2,1,53,4674319,0,Finished,114
McLaren,McLaren,2,53,97845,6,316,1991,12,Italian Grand Prix,08-09-1991,41,1,2,53,4690581,0,Finished,185
Ferrari,Ferrari,3,53,126025,4,316,1991,12,Italian Grand Prix,08-09-1991,51,5,3,53,4691148,0,Finished,249
McLaren,McLaren,2,53,97845,3,316,1991,12,Italian Grand Prix,08-09-1991,10,3,4,53,4702038,0,Finished,185
Benetton,Benetton,3,53,26035,2,316,1991,12,Italian Grand Prix,08-09-1991,91,7,5,53,4708782,0,Finished,27
Benetton,Benetton,3,53,26035,1,316,1991,12,Italian Grand Prix,08-09-1991,23,8,6,53,4719919,0,Finished,27
Jordan,Jordan,5,53,21999,0,316,1991,12,Italian Grand Prix,08-09-1991,0,14,7,53,4725455,0,Finished,4
Leyton House,Leyton House,3,53,2134,0,316,1991,12,Italian Grand Prix,08-09-1991,0,12,8,53,4749338,0,Finished,0
Minardi,Minardi,3,53,26819,0,316,1991,12,Italian Grand Prix,08-09-1991,0,17,9,52,,0,+1 Lap,0
Dallara,Dallara,2,53,5427,0,316,1991,12,Italian Grand Prix,08-09-1991,0,16,10,52,,0,+1 Lap,0
Ligier,Ligier,2,53,26234,0,316,1991,12,Italian Grand Prix,08-09-1991,0,22,11,52,,0,+1 Lap,9
Brabham,Brabham,2,53,26800,0,316,1991,12,Italian Grand Prix,08-09-1991,0,11,12,52,,0,+1 Lap,23
Brabham,Brabham,2,53,26800,0,316,1991,12,Italian Grand Prix,08-09-1991,0,19,13,52,,0,+1 Lap,23
Team Lotus,Team Lotus,4,53,36900,0,316,1991,12,Italian Grand Prix,08-09-1991,20,25,14,49,,0,+4 Laps,45
Leyton House,Leyton House,3,53,2134,0,316,1991,12,Italian Grand Prix,08-09-1991,0,18,15,49,,0,+4 Laps,0
Lambo,Lambo,2,53,262,0,316,1991,12,Italian Grand Prix,08-09-1991,0,23,16,48,,0,+5 Laps,0
Fondmetal,Fondmetal,2,53,736,0,316,1991,12,Italian Grand Prix,08-09-1991,0,26,17,46,,0,Engine,0
Dallara,Dallara,2,53,5427,0,316,1991,12,Italian Grand Prix,08-09-1991,0,20,18,35,,0,Overheating,0
Tyrrell,Tyrrell,2,53,39336,0,316,1991,12,Italian Grand Prix,08-09-1991,0,13,19,32,,0,Engine,23
Ferrari,Ferrari,3,53,126025,0,316,1991,12,Italian Grand Prix,08-09-1991,1,6,20,29,,0,Engine,249
Williams,Williams,2,53,85881,0,316,1991,12,Italian Grand Prix,08-09-1991,6,4,21,27,,0,Gearbox,114
Tyrrell,Tyrrell,2,53,39336,0,316,1991,12,Italian Grand Prix,08-09-1991,0,15,22,24,,0,Throttle,23
Lola,Lola,2,53,5451,0,316,1991,12,Italian Grand Prix,08-09-1991,0,24,23,21,,0,Engine,0
Minardi,Minardi,3,53,26819,0,316,1991,12,Italian Grand Prix,08-09-1991,0,10,24,8,,0,Spun off,0
Jordan,Jordan,5,53,21999,0,316,1991,12,Italian Grand Prix,08-09-1991,0,9,25,2,,0,Spun off,4
Ligier,Ligier,2,53,26234,0,316,1991,12,Italian Grand Prix,08-09-1991,3,21,26,1,,0,Spun off,9
Footwork,Footwork,3,53,7160,0,316,1991,12,Italian Grand Prix,08-09-1991,5,0,27,0,,0,Did not qualify,0
Team Lotus,Team Lotus,4,53,36900,0,316,1991,12,Italian Grand Prix,08-09-1991,0,0,28,0,,0,Did not qualify,45
Lambo,Lambo,2,53,262,0,316,1991,12,Italian Grand Prix,08-09-1991,0,0,29,0,,0,Did not qualify,0
Lola,Lola,2,53,5451,0,316,1991,12,Italian Grand Prix,08-09-1991,0,0,30,0,,0,Did not qualify,0
AGS,AGS,4,53,2031,0,316,1991,12,Italian Grand Prix,08-09-1991,0,0,31,0,,0,Did not prequalify,0
AGS,AGS,4,53,2031,0,316,1991,12,Italian Grand Prix,08-09-1991,0,0,32,0,,0,Did not prequalify,0
Footwork,Footwork,3,53,7160,0,316,1991,12,Italian Grand Prix,08-09-1991,0,0,33,0,,0,Did not prequalify,0
Coloni,Coloni,2,53,522,0,316,1991,12,Italian Grand Prix,08-09-1991,0,0,34,0,,0,Did not prequalify,0
Williams,Williams,2,71,85881,10,317,1991,13,Portuguese Grand Prix,22-09-1991,6,1,1,71,5742304,0,Finished,114
McLaren,McLaren,2,71,97845,6,317,1991,13,Portuguese Grand Prix,22-09-1991,41,3,2,71,5763245,0,Finished,185
Ferrari,Ferrari,3,71,126025,4,317,1991,13,Portuguese Grand Prix,22-09-1991,1,6,3,71,5795858,0,Finished,249
Minardi,Minardi,3,71,26819,3,317,1991,13,Portuguese Grand Prix,22-09-1991,0,8,4,71,5805802,0,Finished,0
Benetton,Benetton,3,71,26035,2,317,1991,13,Portuguese Grand Prix,22-09-1991,23,11,5,71,5812337,0,Finished,27
Benetton,Benetton,3,71,26035,1,317,1991,13,Portuguese Grand Prix,22-09-1991,91,10,6,71,5818886,0,Finished,27
Leyton House,Leyton House,3,71,2134,0,317,1991,13,Portuguese Grand Prix,22-09-1991,0,7,7,70,,0,+1 Lap,0
Jordan,Jordan,5,71,21999,0,317,1991,13,Portuguese Grand Prix,22-09-1991,0,14,8,70,,0,+1 Lap,4
Minardi,Minardi,3,71,26819,0,317,1991,13,Portuguese Grand Prix,22-09-1991,0,13,9,70,,0,+1 Lap,0
Jordan,Jordan,5,71,21999,0,317,1991,13,Portuguese Grand Prix,22-09-1991,0,21,10,70,,0,+1 Lap,4
Ligier,Ligier,2,71,26234,0,317,1991,13,Portuguese Grand Prix,22-09-1991,0,23,11,70,,0,+1 Lap,9
Brabham,Brabham,2,71,26800,0,317,1991,13,Portuguese Grand Prix,22-09-1991,0,19,12,69,,0,+2 Laps,23
Tyrrell,Tyrrell,2,71,39336,0,317,1991,13,Portuguese Grand Prix,22-09-1991,0,17,13,68,,0,+3 Laps,23
Team Lotus,Team Lotus,4,71,36900,0,317,1991,13,Portuguese Grand Prix,22-09-1991,20,24,14,68,,0,+3 Laps,45
Footwork,Footwork,3,71,7160,0,317,1991,13,Portuguese Grand Prix,22-09-1991,5,22,15,68,,0,+3 Laps,0
Ligier,Ligier,2,71,26234,0,317,1991,13,Portuguese Grand Prix,22-09-1991,3,20,16,68,,0,+3 Laps,9
Leyton House,Leyton House,3,71,2134,0,317,1991,13,Portuguese Grand Prix,22-09-1991,0,9,17,64,,0,Spun off,0
Tyrrell,Tyrrell,2,71,39336,0,317,1991,13,Portuguese Grand Prix,22-09-1991,0,12,18,56,,0,Engine,23
Williams,Williams,2,71,85881,0,317,1991,13,Portuguese Grand Prix,22-09-1991,31,4,19,51,,0,Disqualified,114
Lola,Lola,2,71,5451,0,317,1991,13,Portuguese Grand Prix,22-09-1991,0,25,20,40,,0,Transmission,0
Ferrari,Ferrari,3,71,126025,0,317,1991,13,Portuguese Grand Prix,22-09-1991,51,5,21,39,,0,Engine,249
McLaren,McLaren,2,71,97845,0,317,1991,13,Portuguese Grand Prix,22-09-1991,10,2,22,37,,0,Engine,185
Dallara,Dallara,2,71,5427,0,317,1991,13,Portuguese Grand Prix,22-09-1991,0,16,23,18,,0,Engine,0
Dallara,Dallara,2,71,5427,0,317,1991,13,Portuguese Grand Prix,22-09-1991,0,18,24,21,,0,Gearbox,0
Brabham,Brabham,2,71,26800,0,317,1991,13,Portuguese Grand Prix,22-09-1991,0,15,25,12,,0,Suspension,23
Team Lotus,Team Lotus,4,71,36900,0,317,1991,13,Portuguese Grand Prix,22-09-1991,3,26,26,1,,0,Engine,45
Lola,Lola,2,71,5451,0,317,1991,13,Portuguese Grand Prix,22-09-1991,0,0,27,0,,0,Did not qualify,0
AGS,AGS,4,71,2031,0,317,1991,13,Portuguese Grand Prix,22-09-1991,0,0,28,0,,0,Did not qualify,0
Lambo,Lambo,2,71,262,0,317,1991,13,Portuguese Grand Prix,22-09-1991,0,0,29,0,,0,Did not qualify,0
Lambo,Lambo,2,71,262,0,317,1991,13,Portuguese Grand Prix,22-09-1991,0,0,30,0,,0,Did not qualify,0
AGS,AGS,4,71,2031,0,317,1991,13,Portuguese Grand Prix,22-09-1991,0,0,31,0,,0,Did not prequalify,0
